gene	exprs	cell_type
LRWD1	351.75	teNK
FHDC1	7.5	hNK
MEN1	435	teNK
ABHD13	958.75	teNK
ACTN4	1836.5	hNK
VPS29	880.75	teNK
BCL2A1	6.5	hNK
PCID2	325.75	hNK
NPB	4	teNK
RPGRIP1	8.25	hNK
COA3	167	teNK
FAM98A	604.75	teNK
SH2B1	951	teNK
TCP11L1	18.25	hNK
RBM12	313	hNK
HMGCL	161.25	hNK
WRAP73	219.75	teNK
EIF4EBP3	12.75	hNK
FAM207A	219.5	hNK
METTL5	127.75	hNK
ACVR1B	104.75	hNK
PATL1	959.25	hNK
RBM45	518.5	teNK
TIMM29	474.5	teNK
TTF2	355	hNK
OTOS	2.25	hNK
PSME4	2165.75	teNK
UBFD1	538.25	hNK
DIS3L2	462.25	teNK
SNORD62A	4.5	teNK
ENDOV	218.25	teNK
ANKMY1	4.25	hNK
TRPM7	2572.5	hNK
PAK1IP1	577	hNK
SNRPB2	718	teNK
MAP3K9	10.75	teNK
KIAA0895L	21.25	hNK
SNX11	247	hNK
C5orf63	60.25	hNK
ZC3H12D	79	hNK
FOXK1	1138	hNK
RDM1	110.75	hNK
BCO2	1.75	teNK
CSF2RA	17.75	hNK
PNPLA2	974.5	teNK
PCCA	285	teNK
POLDIP3	1034.5	hNK
TRIM13	156.75	teNK
KIAA0319L	463.75	hNK
AGMO	2.75	teNK
ASB4	6.25	teNK
TNPO1	4091.5	teNK
GRN	125.75	teNK
SPEN	2056.75	hNK
SIAH1	350.25	teNK
TMEM65	225.25	hNK
PRXL2C	329.75	teNK
ELMOD2	424.25	hNK
CD59	3	teNK
C4orf33	136	hNK
CEP104	480.5	teNK
CHMP7	356.5	hNK
CPNE1	10.5	teNK
PTRH1	15	teNK
ALDH1B1	7	teNK
DYNLT1	20.75	hNK
LSM6	176.75	hNK
ANKRD54	403	teNK
F8	9	hNK
TMEM183A	504.75	hNK
FUK	158	teNK
SCOC	350	teNK
SP9	2.25	teNK
LDAH	751	teNK
SPAG7	252	hNK
LMNTD2	12.5	hNK
CDAN1	626.5	teNK
ADAL	245.5	teNK
AJUBA	8.5	teNK
BCAS2	694.5	hNK
MRPL37	200	hNK
ALG14	116.25	teNK
UQCRB	294.75	hNK
JMJD7	17.5	teNK
DYNLL2	628	teNK
FBXL20	819.25	hNK
SLC9A9	1486.5	teNK
SNRNP40	325	hNK
COL20A1	46.75	teNK
ENTPD4	3.25	hNK
CCIN	2	teNK
IRAK1	1031.5	hNK
CDKN2B	2.25	hNK
GADD45G	29.75	hNK
RASIP1	1.5	hNK
AUNIP	2.5	hNK
FRS3	3.25	hNK
IRAK3	20.5	teNK
MEPCE	392.75	hNK
CUTC	79.25	hNK
TPGS2	320.5	teNK
NUBPL	31.75	teNK
HYAL3	4.5	hNK
PTER	24.75	teNK
SEC13	586	teNK
ATR	1498.25	teNK
MED27	258	teNK
KIF1C	938.25	teNK
SLIRP	82.25	hNK
RN7SKP60	23	teNK
ENO1	372.5	hNK
SASH1	6.75	teNK
TBP	617	hNK
DESI2	400.25	hNK
TRUB2	189.25	hNK
MRPL32	688.75	teNK
CSF2	59	teNK
RALB	38.75	teNK
CCDC86	247.25	hNK
STOX1	5.75	hNK
PLA2G4A	29	teNK
GMPPA	243.25	hNK
LTO1	327	teNK
KCTD15	66.25	teNK
FAM71D	2	hNK
LARP7	1.25	hNK
AHDC1	945.5	teNK
FAM83D	23.75	teNK
SNX19	689.5	teNK
SPSB3	157	hNK
FBXO5	134.25	hNK
ZNF429	194	hNK
TRIM5	6.75	teNK
DCAF8	987.5	hNK
PPP4C	1699.5	teNK
TLN2	4	teNK
ETAA1	861.5	teNK
SRRD	68.5	hNK
BIN3	428.75	hNK
UBE2Q2	872.5	teNK
BRCC3	608.5	hNK
ENKD1	27.75	teNK
CCDC142	29.25	teNK
C11orf71	24.75	hNK
SMPD3	1.25	hNK
RAB1B	904	teNK
ADCK1	65.5	hNK
ERMARD	46.5	teNK
ORMDL1	563.75	teNK
EAPP	512.75	hNK
SOCS2	195.75	teNK
C17orf53	11	teNK
TRMT2A	280.5	hNK
RALGAPB	2159.75	hNK
NXN	66.5	hNK
ZC3H8	78	hNK
EIF2D	237.25	hNK
CLDN34	6	teNK
TACO1	100	teNK
RNU6-387P	3	hNK
C1orf74	56	teNK
C1orf123	222.5	hNK
PIGO	262.75	hNK
RGS19	454.75	hNK
SNORD117	17	teNK
SNORA2B	2.5	hNK
ZNF436	244	hNK
RFXANK	182.5	hNK
BIK	5	hNK
NIT1	144.5	hNK
CCDC47	1393.5	teNK
ZNF169	396.75	hNK
DNAAF2	1.75	hNK
CDKN1C	19	teNK
FGGY	4	hNK
ACTR3B	4	hNK
NUS1	949.75	teNK
NUP155	803.5	hNK
DCUN1D3	415.75	teNK
GHDC	59.5	teNK
ARHGEF28	2.75	hNK
SNORD11	10	teNK
NME7	227.75	teNK
PAXIP1	508.75	hNK
RUFY3	496	teNK
RLN3	1.25	hNK
ARVCF	11	hNK
HDDC2	110.5	hNK
CTDSPL2	1642.75	teNK
ZPBP	42.75	hNK
CMTR2	163.25	teNK
PDK2	135.25	hNK
RHBDL3	2.5	hNK
CYB561D2	58.5	teNK
SEC61B	167.25	hNK
BRAP	1434	teNK
CRKL	1944.5	teNK
SNX12	534.25	teNK
PDCD1LG2	13	hNK
MBD1	901.75	hNK
DGCR6	13.25	hNK
DGCR6L	13.25	hNK
NDUFB2	138.25	teNK
MGRN1	998.75	teNK
TBL1X	1430.5	hNK
TBL1Y	1430.5	hNK
ASTE1	174.75	hNK
CCDC25	617	teNK
PDE12	382.25	hNK
GGACT	135	teNK
LRP2BP	2.25	teNK
F12	1.25	hNK
TAF9B	658.5	teNK
HBS1L	683.25	hNK
BTBD16	11	teNK
ZNF740	753.25	hNK
CAPN10	102.75	hNK
MOB3B	99.5	teNK
SUGCT	11.75	teNK
SVBP	166	teNK
ADGRV1	2.75	teNK
MSRA	104.25	teNK
SEC61G	237	hNK
GET4	211.25	hNK
PSMA5	300	hNK
TRAPPC4	394.75	hNK
TSHZ1	1168.5	teNK
PDK1	36.5	hNK
CCDC125	213.75	hNK
TRMT44	140	hNK
PLCG1	104.75	teNK
SPART	314	teNK
ZFP3	95.5	hNK
VGLL4	1646	teNK
RNU6-755P	3	teNK
ZNF582	6.75	teNK
AIG1	175.25	teNK
SNRK	982.75	hNK
NTPCR	77.25	teNK
DYNC1I2	2585.25	teNK
SLC39A2	3	teNK
SCARNA3	4.75	hNK
EDRF1	653.5	hNK
PHKG1	1.25	hNK
MYB	1112.25	teNK
TRPV4	1.25	hNK
NNT	35.75	teNK
CTSD	2187.25	hNK
NEIL1	134.25	teNK
SRL	8	teNK
BCL7B	534.5	teNK
TPRKB	453	teNK
TUB	6	teNK
PTS	517	teNK
PRSS16	6.75	hNK
PSD	3	hNK
GTF2IRD2	397.25	teNK
GTF2IRD2B	397.25	teNK
CSE1L	1238.25	hNK
HDAC6	147.5	hNK
OTUB2	30.75	hNK
SNORD71	19	teNK
PDIA6	1403.5	teNK
IL18	9	teNK
B9D2	41.75	hNK
CA7	16.5	hNK
MSL3	14	teNK
CWF19L2	776.5	hNK
RNASET2	37	teNK
KHDC1	1.25	hNK
KHDC1L	1.25	hNK
ISOC2	119.5	hNK
CABCOCO1	40	teNK
SELENOM	2.75	teNK
ACTN3	3.25	teNK
MED8	252.25	hNK
FRS2	667.75	hNK
HMGN2	15.5	hNK
HMGN4	15.5	hNK
HINFP	479.25	teNK
FAM227A	50.75	hNK
ADAR	1297.5	teNK
CMTM6	858	hNK
OSCP1	2	hNK
LRRC8C	3784.25	teNK
SUCLG1	656	teNK
MCM5	482.5	hNK
CPT1B	4	hNK
MCMDC2	1.25	hNK
IKBIP	160.75	hNK
RNFT1	512.25	teNK
REXO4	371	hNK
ARMC8	667.25	hNK
SZT2	723	hNK
SRSF4	1574.5	teNK
AP2S1	415.5	teNK
LY96	15.25	hNK
LMAN1L	2.5	teNK
KXD1	251	hNK
ZNF34	101.75	teNK
FUOM	8.25	teNK
TADA2A	71.75	teNK
COA6	146.25	teNK
RGL3	5.5	hNK
MEGF8	5	hNK
SMIM33	13	teNK
BMX	4.75	teNK
TAZ	368.25	hNK
OIP5	22.5	teNK
TBX2	7.25	teNK
MT-CYB	29059.25	hNK
LSM12	1087.25	teNK
LGALS7	2.25	hNK
LGALS7B	2.25	hNK
CDKL4	4.25	teNK
HAUS8	131.5	hNK
DIPK1B	4.5	hNK
DNAJC7	2117.75	teNK
FAM204A	607.25	teNK
MPP4	7.75	hNK
TOMM22	488.25	teNK
ZC3HC1	113.75	hNK
PCMTD1	1332.75	hNK
C17orf58	1.75	hNK
RNA5SP536	14	teNK
DBNDD2	12.5	teNK
CCDC28B	24.25	teNK
UBE2V2	227	hNK
TMEM81	164.25	teNK
SGCB	31.25	hNK
NEK1	259	hNK
ANKRD37	15.25	teNK
TMEM127	1065.75	hNK
ZNF385B	1.25	hNK
PEPD	134	hNK
DERL3	2.5	hNK
CEP63	281.75	hNK
RAB22A	754	hNK
IFIT1B	3	hNK
MIR185	3.25	teNK
SREBF1	592.25	hNK
FBXL6	217.25	hNK
ADAM22	1.75	teNK
TIMM8A	3.25	hNK
GPR107	844.25	teNK
NUP133	323.25	hNK
TTBK1	71.25	teNK
COQ2	192	teNK
MAP3K12	17.5	hNK
C17orf75	222.75	teNK
TMEM242	125.5	teNK
SNORD4A	5.5	hNK
KIF17	2.25	teNK
TDG	226	teNK
ACTL10	1.75	teNK
LIN54	539.25	hNK
DCTN4	1078.5	hNK
ARID5A	2401.25	teNK
FAM241A	26.75	hNK
EDEM2	267	hNK
OTOA	9	teNK
GABRR2	3.5	hNK
NXPE4	3	teNK
SAMD11	13.75	hNK
DUS2	76.5	hNK
ZNF76	139	teNK
CCDC22	2.5	teNK
MBOAT4	1.25	hNK
CERS5	773.25	teNK
USP51	7.5	hNK
PGS1	199	hNK
RBM12B	212.25	hNK
PSD3	17.25	teNK
EXOC7	456	hNK
MBD5	527.75	hNK
GPR135	5.25	teNK
FBXO40	1.75	hNK
UQCRC1	905	hNK
SNORD34	12.25	hNK
SNORD87	27.25	teNK
PCNX2	2.25	hNK
ID1	4	teNK
SEC11C	564.75	hNK
YJEFN3	4.75	hNK
NUFIP1	282.25	teNK
HDLBP	2085	hNK
RAB23	35.5	hNK
ZMYND12	1.25	hNK
TDRD12	2.25	hNK
IFT52	336.5	hNK
NANS	345.75	hNK
TBC1D7	29.25	hNK
REEP4	132.75	teNK
TAF9	10.75	teNK
RNU6-1214P	3.25	teNK
RNU6-229P	3.25	teNK
IRGM	354.75	teNK
ARF5	268	hNK
ATP8A2	10.25	hNK
RNU6-1098P	4.25	hNK
CCDC38	6.5	hNK
SHD	1.25	hNK
KBTBD8	219.25	teNK
PLEKHA7	37.5	hNK
HAUS4	579	teNK
DNAJC16	189	hNK
SMYD4	94.75	hNK
DMXL1	2252	hNK
ASB8	222	hNK
SEC14L2	3.5	teNK
CTXN1	20.5	hNK
FAM149A	1.75	teNK
SNAPC5	220.75	hNK
ZNF664	877.5	teNK
SCYL1	621.5	hNK
ZNF407	1085.25	hNK
TJP2	378.5	hNK
PHOSPHO2	321	hNK
HAGHL	47.25	hNK
SERPINC1	49.75	teNK
NSMCE3	10	hNK
SLC37A4	105.5	hNK
NUDCD3	1554.5	teNK
RBBP6	4302.5	teNK
VASH1	1	hNK
PRDX4	27.25	hNK
RTKN	1.75	hNK
B3GLCT	79.75	hNK
UBAP2L	2346	hNK
FHAD1	3.25	hNK
ZMAT2	685	hNK
JAG2	9.75	hNK
SNORD70	36.5	teNK
ADPRHL1	2.25	teNK
DBNL	1812.25	teNK
DDRGK1	375	hNK
SFXN2	18.5	hNK
TAB3	756.25	teNK
CLCN2	18.25	hNK
WASHC4	1627	teNK
C19orf33	6.5	hNK
TRIM56	1416.5	hNK
POLRMT	400.5	teNK
FANCB	42.25	hNK
KIFC1	86.75	teNK
SCAMP4	3.75	teNK
CPLANE1	543.5	hNK
NDUFS2	473.5	hNK
CSNK1G2	1205	hNK
LMAN2	1352.5	hNK
ZMYM3	191.5	hNK
SART3	587.75	hNK
CCDC168	3.5	teNK
LRSAM1	123.75	hNK
GPAT3	2.5	teNK
RNU4-6P	3.25	hNK
ERLIN2	636.5	teNK
LSR	1.5	hNK
RFLNB	27	hNK
SAP18	403	hNK
NXF2	3.75	teNK
NXF2B	3.75	teNK
NXF5	3.75	teNK
HERC3	1437.75	teNK
DMAC2L	52.25	hNK
SMIM30	279	hNK
CCDC134	201.25	teNK
ERCC3	899.75	teNK
CRYGN	3.25	teNK
CHTOP	2944.75	teNK
STRAP	596.75	hNK
FAR2	2.25	teNK
SHF	13.75	hNK
SNX6	1345.75	teNK
TOR1B	353.75	hNK
LRRD1	7.25	teNK
TLNRD1	246.25	teNK
SCN2A	2.75	teNK
GADL1	3.5	teNK
NET1	236.75	hNK
SGSM3	46.25	hNK
DMRTA2	3	hNK
PPP4R3B	2821.25	hNK
ANKS1A	466.75	hNK
NVL	509.25	hNK
TMEM161A	194.75	teNK
COMMD2	118.5	hNK
CIAO1	312.5	teNK
ANKLE2	849.5	hNK
EPB41	2880.75	hNK
SHISA3	2	teNK
ARMT1	400.75	teNK
MYO1A	3.25	hNK
CUL9	238	hNK
RTN4RL1	308.5	hNK
ERCC4	875.5	teNK
DYNC1H1	9787.75	teNK
CAPN2	2511.5	hNK
SPEF1	14.5	hNK
SOX13	1.75	teNK
ABI3BP	8.25	hNK
DHRS7B	126	teNK
DPY19L4	568.75	teNK
MRTFB	756.25	hNK
GPAT2	3.5	hNK
ABHD10	142.75	teNK
ABHD11	156.5	teNK
HNRNPAB	2019.75	hNK
CDC34	2.5	teNK
TIMM10B	4.75	teNK
SQOR	71.25	hNK
ZDHHC12	67	hNK
CEP126	14.25	teNK
SPECC1L	989.75	hNK
SPECC1L-ADORA2A	989.75	hNK
SPATA6	302	teNK
CUL7	106.25	teNK
VEGFD	1.75	teNK
WBP2	979.5	teNK
DHX36	1395.25	hNK
MFSD14A	1091.25	teNK
ASB11	1.25	hNK
PKM	1764.5	hNK
UROS	80.75	teNK
CCDC155	2.75	hNK
CENPS	23.25	teNK
AFF4	2321.5	teNK
TBC1D20	899.25	hNK
MIR10A	14	teNK
ZNF429	46.25	teNK
MRPS23	183.25	hNK
TBC1D14	562.25	hNK
ULK4	9.5	hNK
VPS72	275.5	hNK
AP1S3	211	teNK
MAPK11	2.5	hNK
CD200R1	5.5	hNK
CD200R1L	5.5	hNK
ZFYVE19	122.25	hNK
SNORD32A	579.75	teNK
TMEM39A	239.25	hNK
BABAM1	604	teNK
KIF27	2	teNK
ZNF213	81	hNK
CHSY3	3	hNK
PEX14	272.5	teNK
KMT2E	6783.75	hNK
CFAP298	55	hNK
ZMYM4	527	hNK
CORO6	7.25	teNK
CYP46A1	2.75	teNK
MTMR9	421.75	hNK
SCX	1.25	hNK
TONSL	355.75	hNK
UNK	475.25	teNK
GPT	50.75	teNK
FBXO46	300.75	hNK
WWC2	40.5	hNK
ZNF296	23	hNK
GORAB	139.75	hNK
RAD54L2	1247.25	hNK
TESMIN	6.75	teNK
FAM220A	334.25	teNK
UBE3A	4901.5	teNK
TRMT13	209.25	hNK
PET100	147.5	hNK
SAYSD1	102.5	teNK
MFSD10	85.5	hNK
ARMH2	3	teNK
PDIA5	1.75	teNK
NR1D2	1163.25	teNK
LPCAT3	396.5	teNK
PKD2L2	15.5	teNK
GTF2H5	286	hNK
COX8A	648	teNK
EIF4EBP2	1844.25	hNK
NGFR	1.5	hNK
RWDD2B	93.75	teNK
CPXM1	5.5	teNK
MFAP1	235.5	hNK
FAM221A	13	teNK
CASP9	358.5	hNK
DZANK1	10	hNK
ZNF385A	2.5	teNK
NUDT3	626.75	teNK
STPG1	4	teNK
ZNF598	445	hNK
CHURC1-FNTB	75.5	teNK
FNTB	75.5	teNK
UFM1	912	teNK
CEP131	79.25	teNK
MYPOP	40.75	teNK
CRISPLD2	1	hNK
OMG	12.5	hNK
ASB15	1.75	hNK
BLVRA	257.75	teNK
KPNA4	4215.75	hNK
SNORD121B	7	teNK
COMMD1	90	teNK
GINS4	317.75	teNK
MIR128-1	1.5	hNK
CHPF2	562.75	teNK
CDHR1	3.5	teNK
EIF2AK3	430	hNK
ATG4A	5	hNK
ABLIM2	3.25	hNK
ASCC1	125	hNK
VPS26B	1311.25	teNK
AMFR	2472.25	teNK
ALPK2	15.25	teNK
BROX	640.25	hNK
APLF	92	hNK
CD200R1	29.25	hNK
CD200R1L	29.25	hNK
CASC4	32.5	hNK
FAM72A	20.5	teNK
FAM72B	20.5	teNK
FAM72C	20.5	teNK
FAM72D	20.5	teNK
CEP72	49	hNK
MTMR14	481.5	teNK
DNAJB12	564.5	teNK
BTBD2	193.25	teNK
TRIM21	298	hNK
ZBTB37	648.25	hNK
CPTP	88.5	hNK
LMF2	339.5	hNK
STRN4	756.5	teNK
FAM229B	1.25	hNK
COX7A1	1.25	hNK
FASTK	329.75	hNK
TMEM258	152	hNK
TMEM8A	174	hNK
MKS1	75.5	teNK
INPP5E	489	teNK
ALDH5A1	13.5	hNK
TSTD2	389.5	hNK
TMEM9	115	teNK
BLOC1S2	285.75	teNK
LSM8	471.5	hNK
REM2	13.75	hNK
PSMD10	242.25	teNK
ST8SIA4	3648.5	hNK
RAB3IL1	1.5	hNK
ALG6	192.75	teNK
SLC17A8	2	hNK
RNF38	2572.5	teNK
MLLT10	1119	hNK
OS9	1991.25	teNK
MT-CO2	566.5	hNK
GUCD1	362.5	teNK
RTL8C	34	hNK
CLDN20	6.25	teNK
TMEM14A	17.75	teNK
CCDC191	126.25	teNK
UBE2T	30.5	hNK
CSNK2A2	571	hNK
SRP68	1050.75	teNK
NR2C2	3551.5	teNK
PEX13	284	hNK
CDK3	6	teNK
SNORA41	10	teNK
ISG20L2	807	teNK
UBA52	23.5	teNK
PTK2B	5219.75	teNK
RIPK2	358	hNK
TSPAN4	10.5	teNK
DPH7	104	hNK
ANO7	1.25	hNK
MATK	2.5	teNK
MYO1H	7.5	hNK
PGR	1.25	hNK
TSPAN6	7.75	hNK
SMARCD2	1067.25	hNK
NLRP10	28.25	teNK
PMS1	305.25	teNK
CDO1	12	hNK
RNU1-107P	2.75	teNK
RNU1-124P	2.75	teNK
RNU1-128P	2.75	teNK
RNU1-138P	2.75	teNK
RNU1-40P	2.75	teNK
RNU1-41P	2.75	teNK
RNU1-48P	2.75	teNK
RNU1-72P	2.75	teNK
RNU1-86P	2.75	teNK
RNU1-95P	2.75	teNK
RNU1-97P	2.75	teNK
ATXN3L	516.75	hNK
BZW2	384	hNK
UCHL3	14.25	teNK
TMEM245	1776	teNK
ZNF189	122	hNK
SIAH1	45	teNK
SUFU	214.25	hNK
ARF6	1414.25	hNK
TGM4	1.5	hNK
CTBP1	1922.5	teNK
SH3BP4	42	teNK
TUSC1	36	hNK
NAT9	41.5	hNK
NEU3	26.75	teNK
TMEM19	337.5	hNK
COX7C	385.75	teNK
MGST2	9	hNK
MYC	3.25	hNK
LRPAP1	458.25	teNK
MAGI1	2.5	teNK
AIP	476.5	hNK
ENDOG	18.25	hNK
APOL1	3.5	hNK
APOL2	3.5	hNK
APOL3	3.5	hNK
APOL4	3.5	hNK
HDAC2	1078.75	teNK
ADRA2A	4	hNK
NT5M	113.25	teNK
LONP2	988.25	hNK
MTF2	1304.25	teNK
AIFM1	324.5	teNK
MBTD1	725.75	hNK
RPE	723.5	teNK
RPEL1	723.5	teNK
SHKBP1	376.25	teNK
SNORA50D	8.25	teNK
HRASLS5	1.75	teNK
EFHD1	1.75	teNK
UNC50	548.25	teNK
MIER2	121.5	hNK
TOR1AIP1	1664	teNK
DNAJC13	1888.75	hNK
GAPDHS	2.25	teNK
CIR1	459	hNK
IFT74	99.5	teNK
EVA1A	1.75	teNK
DCAF7	1404	hNK
CUTA	506.5	teNK
CD99L2	120	teNK
TMEM94	705	hNK
SZRD1	500	hNK
KCTD3	138.25	hNK
ZNF34	7	hNK
FAM3C	324.5	teNK
GPR89A	611	teNK
GPR89B	611	teNK
TVP23B	182	hNK
TVP23C-CDRT4	182	hNK
ATP5PD	744.25	hNK
ZDHHC16	319.5	teNK
PDK3	218.25	hNK
POTEA	3.25	hNK
POTEB	3.25	hNK
POTEB2	3.25	hNK
POTEB3	3.25	hNK
POTEC	3.25	hNK
POTED	3.25	hNK
POTEE	3.25	hNK
POTEF	3.25	hNK
POTEG	3.25	hNK
POTEH	3.25	hNK
POTEI	3.25	hNK
POTEJ	3.25	hNK
POTEM	3.25	hNK
MRPS18C	61.75	teNK
IGFBP4	3.5	hNK
UFSP2	187	hNK
CLPTM1L	936.5	hNK
ZNF212	226.75	hNK
KATNBL1	211.75	hNK
CDON	92.75	hNK
GABPB2	2068	hNK
ATF2	1795.5	teNK
FAP	1.5	hNK
NGDN	430.25	hNK
SURF1	358	teNK
FADD	181.75	teNK
TRAPPC11	1107.25	teNK
RRNAD1	265.25	hNK
FYCO1	1175	teNK
ERBB3	35	hNK
ZBTB20	3440	teNK
FASTKD5	52.25	hNK
MRPS21	155.75	hNK
FAF1	878.25	hNK
C11orf1	90.75	hNK
TLR3	8.75	teNK
PWWP2A	578.75	hNK
SLFNL1	2.75	teNK
DND1	8	hNK
BRPF1	1405.75	teNK
HMG20B	160.5	hNK
CCDC32	246	teNK
SIX5	3.25	teNK
SERPINF2	2.25	hNK
PROB1	4	teNK
RN7SKP210	9.5	teNK
NBN	291.25	teNK
ZSWIM5	24.25	teNK
CA13	3	hNK
TLCD1	80.25	teNK
SLC11A2	269.5	hNK
TPST1	38.25	teNK
MTX3	163.25	teNK
RSPH3	82.75	teNK
ZC3H15	1144.75	hNK
OSBPL11	645.75	teNK
PRPF38A	469.5	hNK
GOLGA1	587.5	hNK
SAP18	170.25	teNK
SCML2	5.25	hNK
LRRIQ3	3.25	teNK
MBD2	2019.75	hNK
OR5P2	7.5	teNK
SAP130	1224.25	hNK
NEIL2	8.25	teNK
DCDC2B	4	teNK
WDR5	663	teNK
H2AFV	512	teNK
ZKSCAN4	3.25	teNK
PHF23	420.25	hNK
RNU5A-1	17.75	hNK
CYP2D6	2.5	hNK
CYP2D7	2.5	hNK
VCAN	3.25	teNK
TCEAL8	30.75	teNK
NSL1	44.25	teNK
SLK	2706.75	hNK
THOC7	607.75	teNK
AKT1	970.25	hNK
KHDC1	2	teNK
KHDC1L	2	teNK
NAPEPLD	73.5	teNK
USF2	487.75	teNK
ECI2	325.5	teNK
KDM5B	1838.25	teNK
MPP1	327	hNK
C12orf29	182	teNK
DAGLB	293.75	teNK
ZNF410	485.75	hNK
CMC4	88	teNK
RFTN2	20.25	hNK
FKBP14	1	hNK
RAD51	65.75	hNK
FAM120B	883	hNK
KPNA6	966.25	teNK
KCND1	4.75	teNK
AHCTF1	2170	hNK
TMEM200A	1.25	hNK
TGFBR1	773.5	hNK
CNEP1R1	738.25	teNK
PDGFA	17.25	hNK
SNORA21	4	hNK
RN7SKP133	5.25	hNK
PDZK1	4.75	hNK
ICE1	1160.75	hNK
EFNA2	2.25	teNK
MFGE8	282.75	teNK
SDHAF1	104	teNK
SKP2	59.5	hNK
TLR2	10.25	hNK
STAMBP	284.25	teNK
CCDC189	9.25	hNK
COL1A2	14.5	teNK
NAA38	84.25	hNK
RLF	1639.25	hNK
C20orf144	2.25	hNK
MAP2K5	501.25	teNK
TTC5	603	teNK
NGLY1	1072	teNK
ZNF761	54.75	hNK
SMARCAD1	1263	teNK
EXOSC9	514.25	teNK
ATAD1	1571.5	teNK
CROCC	71.75	teNK
TIMELESS	211.75	teNK
SERPINA3	15	teNK
UCK1	284.5	hNK
CRACR2B	4.5	teNK
ADAM12	3.75	teNK
ALYREF	353.75	hNK
CAAP1	223.75	hNK
MARCH6	2633.5	teNK
ATP6V1C1	947.5	teNK
ZFPL1	227.5	teNK
TMEM144	3.25	teNK
PPIL1	73.75	teNK
IMMP2L	12	teNK
DHRS1	162.5	hNK
ESYT1	8842.75	teNK
PIGA	293.5	teNK
IFT27	75.25	teNK
GPATCH8	1769	teNK
ABCD4	258.25	teNK
RNASEH1	214.25	teNK
HPF1	693	teNK
SELENOF	976.5	hNK
VASN	4	hNK
GSTK1	36.5	hNK
RECQL5	349.25	teNK
DNAJC14	1285.25	teNK
CDNF	33.5	teNK
HTRA4	3.5	hNK
IL20RA	9	hNK
SDE2	645.25	teNK
CPSF3	1190.5	teNK
TPPP	3.25	teNK
ZNF691	80.75	hNK
KPNA2	10.5	teNK
RNF11	600.25	hNK
HOXC9	1.75	teNK
MT-ND4L	11.75	teNK
CYBC1	1064.5	teNK
HACL1	12.25	hNK
FTO	651.25	teNK
C14orf28	109	teNK
C11orf98	8.75	teNK
CARNS1	188.75	hNK
RTL6	18.5	teNK
CRBN	807	hNK
GNB1	3319.25	teNK
CYP2U1	8	hNK
NKIRAS1	181.5	teNK
BICRAL	1035	hNK
RAB18	796.75	hNK
ATN1	5.75	teNK
ADSS	1579.75	teNK
SMIM41	5.25	teNK
LRP11	18.25	teNK
YOD1	632.25	teNK
CCDC77	134	hNK
OTUD4	2164.75	hNK
NENF	6.25	hNK
ZNF521	7.75	hNK
PTCD3	605.75	hNK
BLZF1	202.5	hNK
GCH1	85.5	hNK
MBD4	251.5	teNK
PPM1L	99.25	hNK
TRAF2	366.25	hNK
PMPCA	1160.75	teNK
C8orf59	758.25	teNK
GAK	1309.5	hNK
SLC4A3	2.75	hNK
RASGRP4	10.75	teNK
RAB14	1892	hNK
PURG	39.25	hNK
KCNC3	5.75	hNK
SEC22B	425	hNK
ELK1	119.75	hNK
NUP210L	29.25	teNK
CCDC115	174.75	hNK
CEBPD	20	teNK
CPED1	4	teNK
FRAT1	1.75	teNK
METTL23	168.75	hNK
PID1	2.25	hNK
OLFML3	49	teNK
ITGB1BP1	351.5	teNK
TNFAIP3	17395	teNK
NR4A1	4477.5	teNK
XDH	4354	teNK
CEMIP2	4701.5	hNK
ITGA4	23993	teNK
AARS	2609.25	hNK
SLC7A5	3681	hNK
S1PR5	4765	teNK
KLRG1	2438	teNK
PMEPA1	1392.25	hNK
RASGRP2	3853.75	teNK
NR4A2	4078	teNK
SLA	3995	teNK
LGALS3	2359.75	hNK
MTHFD2	1002	hNK
FAM129A	4401	hNK
SYTL3	3141.5	teNK
ZEB2	15102	teNK
NFKBIA	4874.5	teNK
TBX21	5889.5	teNK
ZFP36	3498.75	teNK
ITGB2	20630.75	teNK
CARS	1421	hNK
FNDC3A	3457.75	hNK
ACPP	1159	hNK
SGK1	6026.25	teNK
SHMT2	1525.25	hNK
CPD	1389.25	hNK
SARS	2744.5	hNK
ASNS	876.75	hNK
ADAMTS14	9901	teNK
RAP1GAP2	3657.5	teNK
FOS	4728.5	teNK
IARS	2482.5	hNK
ATP2A3	8233.5	teNK
C15orf39	1929	hNK
XPOT	2012	hNK
HSPA9	3232.5	hNK
AIM2	1755.25	hNK
KLF3	7302.5	teNK
PRF1	19585.25	teNK
ALDOA	3141	hNK
KLF2	12111	teNK
RNF213	4834.75	hNK
SLC44A2	3794.75	teNK
IER2	5705.5	teNK
FOSB	2545.5	teNK
ABCA1	931	teNK
SLC7A1	1959	hNK
ACP5	846	teNK
RBPJ	795.5	hNK
TXNRD1	3364.25	hNK
ALDH18A1	1439.25	hNK
RACGAP1	2269.25	teNK
SERPINB6	4875.5	teNK
NHSL2	812.5	teNK
ARHGEF2	7163.25	teNK
OSBPL1A	536.5	hNK
ADGRE5	15587.5	teNK
PPP1R15A	2175.5	teNK
CMKLR1	1513.75	teNK
CBFA2T3	714	teNK
TM6SF1	4017.5	teNK
ATXN1	1050	hNK
TAGAP	2430.5	teNK
ARHGEF18	7821.25	teNK
NCR1	14249	teNK
